title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,search_url,scraped_at
"Продава 4-СТАЕН град София, Оборище",/prodava-4-staen-grad-sofiya-oborishte-10211606,"Оборище, София",Цена:399 000 €(780 376.17 лв.),Многостаен апартамент в Оборище,109 кв.м,Тухла,1960 г.,2 етаж,Продаваме отличен голям и просторен апартамент с три спални в квартал Оборище на улица Златево. Локацията е в непосредствена близост до парк Заимов (Оборище) и Метростанция Театрална. В близост има и ..,Teodor Russanov,,0,3660.55,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.516438
Двустаен апартамент в ж.к. Сухата река,/dvustaen-apartament-v-j-k-suhata-reka-10839585,"Сухата река, София",Цена:305 000 €(596 528.15 лв.),Двустаен апартамент в Сухата река,66 кв.м,Тухла,2025 г.,1 етаж,"Референтен номер: 2102853

Революшън Естейт представя двустаен апартамент в ж.к. Сухата река. 

- Етаж: 1-ви от 8-ми. 
- Площ: 66 кв.м. 
- Разпределение: входно антре, хол с кухненски бокс, спал..",Революшън Естейт България ООД,,0,4621.21,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.520836
"Продава 3-СТАЕН град София, Хиподрума",/prodava-3-staen-grad-sofiya-hipodruma-10861690,"Хиподрума, София",Цена:320 000 €(625 865.60 лв.),Тристаен апартамент в Хиподрума,97 кв.м,Тухла,1960 г.,4 етаж,"Представяме Ви тристаен апартамент с отлична локация в един от най-спокойните и предпочитани квартали на София Хиподрума! Жилището се намира в сграда с добре поддържани общи части и видеонаблюдение, к..",Имоти Василев,,0,3298.97,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.525494
Тристаен апартамент 209 кв.м Тухла 1990 г. 2 етаж Непоследен,/tristaen-apartament-209-kv-m-tuhla-1990-g-2-etaj-neposleden-10861583,"Изток, София",Цена:445 000 €(870 344.35 лв.),Тристаен апартамент в Изток,209 кв.м,Тухла,1990 г.,2 етаж,"Предлагаме апартамент на две нива в престижната част на кв. Изток

Предлагаме за продажба просторен апартамент на две нива - партер и първи етаж, с обща застроена площ от 209 кв.м, разположен в една о..",ХоумТед,,0,2129.19,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.529903
Двустаен апартамент в ж.к. Сухата река! Отлична локация!,/dvustaen-apartament-v-j-k-suhata-reka-otlichna-lokaciya-10640860,"Сухата река, София",Цена:152 990 €(299 222.43 лв.),Двустаен апартамент в Сухата река,62 кв.м,Тухла,1960 г.,2 етаж,"КУПИ ЗА EUR 573 на месец! 

!!! ЕКСКЛУЗИВНА ОФЕРТА!!! 

’БЕСТ СЕЛЪРС’ предлага на Вашето внимание двустаен апартамент в ж.к. ’Сухата река’. 

За да не изпуснете този имот, обадете се сега и цитирайте ..",Best Sellers,,0,2467.58,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.534392
Продава многостаен апартамент до метростация България,/prodava-mnogostaen-apartament-do-metrostaciya-balgariya-10712708,"Хиподрума, София",Цена:454 000 €(887 946.82 лв.),Многостаен апартамент в Хиподрума,168 кв.м,Тухла,2008 г.,6 етаж,"Продава се многостаен апартамент до входа на метростанция България. 

Апартаментът се състои от коридор, дневна с трапезария и кухненски бокс и тераса, родителска стая със собствена баня и тоалетна,..",Коевски недвижими имоти,,0,2702.38,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.538792
Акт 16! Панорамен Тристаен Апартамент в Дианабад/Студентски град,/akt-16-panoramen-tristaen-apartament-v-dianabad-studentski-grad-9751144,"Дианабад, София",Цена:550 000 €(1 075 706.50 лв.),Тристаен апартамент в Дианабад,210 кв.м,Тухла,2024 г.,6 етаж,"Акт 16! 

Единствен на етаж! 

Голям тристаен панорамен апартамент! 

Галерия имоти ви предлага за продажба без комисион широк 3-стаен апартамент на последен етаж в бутикова сграда, която се нам..",Galeria Homes - Real Estate,,0,2619.05,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.543151
Тристаен апартамент с отделна кухня в Дианабад близо до 105-то СУ и Метростанция ГМ Димитров,/tristaen-apartament-s-otdelna-kuhnya-v-dianabad-blizo-do-105-to-su-i-metrostanciya-gm-dimitrov-10820874,"Дианабад, София",Цена:211 490 €(413 638.50 лв.),Тристаен апартамент в Дианабад,77 кв.м,Панел,1985 г.,4 етаж,"Галерия Имоти Ви предлага за продажба тристаен апартамент с отделна кухня в Дианабад до 105-то училище и на минути от Метростанция Г. М. Димитров. 

Намира се на 4-ти от 8 етаж в много добре поддърж..",Galeria Homes - Real Estate,,0,2746.62,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.547542
"Само 2800€/м2! ЮГ! Дневна 27 кв.м., + 2 Спални + 2 Бани! До метростанция ’ГМ Димитров”! Има Акт 15!",/samo-2800-m2-yug-dnevna-27-kv-m-2-spalni-2-bani-do-metrostanciya-gm-dimitrov-ima-akt-15-10068441,"Дианабад, София",Цена:308 210 €(602 806.36 лв.),Тристаен апартамент в Дианабад,110 кв.м,Тухла,2025 г.,2 етаж,"Само 2800€/м2! ЮГ! Дневна 27 кв.м., + 2 Спални + 2 Бани! До метростанция ’ГМ Димитров”! Има Акт 15! 

Референтен код №79938 в www.novdom1.bg! 

Консултант недвижими имоти: Мирослав Стоянов, тел. *виж ..",Нов Дом 1,,0,2801.91,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.551941
Двустаен Гоце Делчев,/dvustaen-goce-delchev-10860477,"Гоце Делчев, София",Цена:290 000 €(567 190.70 лв.),Двустаен апартамент в Гоце Делчев,85 кв.м,Тухла,1998 г.,7 етаж,"BULGARIA REAL ESTATE Ви предлага
Двустаен апартамент с панорамна тераса срещу Мол България - отлична инвестиция и дом! 
ID 2661
- Локация: гр. София, ж.к. Гоце Делчев - срещу МОЛ България, непосредств..",BULGARIA REAL ESTATE LTD,,0,3411.76,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.556345
Продавам многостаен апартамент в кв. Изток - гр. София,/prodavam-mnogostaen-apartament-v-kv-iztok-gr-sofiya-9740408,"Изток, София",Цена:530 000 €(1 036 589.90 лв.),Многостаен апартамент в Изток,193 кв.м,Тухла,1977 г.,7 етаж,"Продавам /без комисионно/ четиристаен непреходен апартамент с просторни помещения и етажна височина 2,70 м. / от готов под до таван /. Площта на жилището е 161 кв.м. без общите части от сградата. Към ..",Kostadinova,,0,2746.11,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.560659
"2-стаен, София, Гоце Делчев, 65 кв.м., 220000 €",/2-staen-sofiya-goce-delchev-65-kv-m-220000-10859955,"Гоце Делчев, София",Цена:220 000 €(430 282.60 лв.),Двустаен апартамент в Гоце Делчев,65 кв.м,Панел,,2 етаж,"Двустаен апартамент със следното разпределение: коридор, кухня с усвоен балкон, хол с отворен балкон, спалня, складово помещение, баня, тоалетна. Отопление ТЕЦ. Изложение североизток/югозапад. Добри п..",Адрес недвижими имоти,,0,3384.62,0,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-26T06:03:51.564974
