title,details_url,location,price_text,property_type_text,area_text,construction_type,year_text,floor_text,description,agency_name,ref_no,num_photos,price_per_m2,total_offers,offer_type,search_url,scraped_at
Тристаен апартамент! ж.к. ”Сухата река”! До градини и училища!,/tristaen-apartament-j-k-suhata-reka-do-gradini-i-uchilishta-7974057,"Сухата река, София",Цена:173 000 €(338 358.60 лв.),Тристаен апартамент в Сухата река,121 кв.м,Тухла,2015 г.,2 етаж,"КУПИ ЗА EUR 648 на месец! 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 8517. 

”БЕСТ СЕЛЪРС” предлага на Вашето внимание тристаен апартамент в ж.к. ”Сухата река”. 

РАЗП..",Best Sellers,7974057,0,1429.75,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.461995
"Двустаен апартамент за продажба, Оборище",/dvustaen-apartament-za-prodajba-oborishte-10658370,"Оборище, София",Цена:250 000 €(488 957.50 лв.),Двустаен апартамент в Оборище,80 кв.м,Тухла,2004 г.,5 етаж,"Стилно обзаведен в представителна, нова сграда на ул. Оборище. 
Апартаментът е готов за обитаване БЕЗ допълнителни вложения на средства и време. 
Предлаганият имот се откроява с отлично местоположен..",Еколит,10658370,0,3125.0,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.466306
Продава тристаен тухлен апартамент в гр. София кв. Белите Брези,/prodava-tristaen-tuhlen-apartament-v-gr-sofiya-kv-belite-brezi-10692342,"Белите Брези, София",Цена:195 000 €(381 386.85 лв.),Двустаен апартамент в Белите Брези,68 кв.м,Тухла,2007 г.,2 етаж,"Кантора “ИМОТИ ПРОСПЕРИТИ“ има удоволствието да представи на Вашето ВНИМАНИЕ имот с реф. № 8609!!! 
ПРОДАВА ДВУСТАЕН АПАРТАМЕНТ, ПРЕУСТРОЕН НА 3-СТАЕН с площ от 68,10 кв.м + 6 кв.м мазе, на продажна ц..",Имоти Просперити,10692342,0,2867.65,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.470671
"Многостаен, София, Оборище, 181 кв.м., 1073520 €",/mnogostaen-sofiya-oborishte-181-kv-m-1073520-9803556,"Оборище, София",Цена:1 073 520 €(2 099 622.62 лв.),Многостаен апартамент в Оборище,181 кв.м,Тухла,,9 етаж,"Четиристаен апартамент, с изложение северозапад, югоизток. Състои се от 3 спални, дневна с трапезария и кухненски бокс (40кв.м.), три санитарни възела- бани с WC, входно преддверие, тераси и складово ..",Адрес недвижими имоти,9803556,0,5931.05,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.475141
Тристаен за продажба в ж.к. Белите брези,/tristaen-za-prodajba-v-j-k-belite-brezi-10687453,"Белите Брези, София",Цена:279 000 €(545 676.57 лв.),Тристаен апартамент в Белите Брези,81 кв.м,Тухла,2007 г.,1 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент. 

Титан Пропъртис с радост предлага на Вашето внимание тристаен апартамент за продажба в ж.к. Белите брези, София. Жилището е с площ..",Titan Properties,10687453,0,3444.44,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.479469
Двустаен в ж.к. Дървеница,/dvustaen-v-j-k-darvenica-10687437,"Дървеница, София",Цена:220 000 €(430 282.60 лв.),Двустаен апартамент в Дървеница,65 кв.м,Панел,1987 г.,6 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент! 

Титан Пропъртис с радост предлага на Вашето внимание двустаен апартамент в ж.к. Дървеница. Този прекрасен имот с площ от 65 кв.м. ..",Titan Properties,10687437,0,3384.62,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.483826
Двустаен за продажба в ж.к. Стрелбище,/dvustaen-za-prodajba-v-j-k-strelbishte-10687435,"Стрелбище, София",Цена:216 000 €(422 459.28 лв.),Двустаен апартамент в Стрелбище,45 кв.м,Панел,1970 г.,5 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент. 

Титан Пропъртис с радост предлага на Вашето внимание двустаен апартамент за продажба в ж.к. Стрелбище, София. Жилището с площ 45 к..",Titan Properties,10687435,0,4800.0,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.488166
Тристаен апартамент в ж.к. Дианабад,/tristaen-apartament-v-j-k-dianabad-10658902,"Дианабад, София",Цена:305 000 €(596 528.15 лв.),Тристаен апартамент в Дианабад,90 кв.м,Панел,1980 г.,3 етаж,"Референтен номер: 2079722

Революшън Естейт представя Тристаен апартамент в ж.к. Дианабад. 

- Етаж: 3-ти от 8-ми. 
- Площ: 90 кв.м. 
- Разпределение: Входно антре, кухня, всекидневна, две спалн..",Революшън Естейт България ООД,10658902,0,3388.89,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.492502
Просторен тристаен апартамент за продажба в комплекс ”Театрална”,/prostoren-tristaen-apartament-za-prodajba-v-kompleks-teatralna-10685844,"Оборище, София",Цена:460 000 €(899 681.80 лв.),Тристаен апартамент в Оборище,118 кв.м,Тухла,,5 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: Kbs 135529 

Представяме Ви тристаен апартамент в пре..",SUPRIMMO,10685844,0,3898.31,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.496557
Двустаен апартамент в кв. Борово,/dvustaen-apartament-v-kv-borovo-10673230,"Борово, София",Цена:178 000 €(348 137.74 лв.),Двустаен апартамент в Борово,61 кв.м,Панел,1974 г.,7 етаж,"Предлагаме Ви чудесен двустаен апартамент, в кв. Борово

Жилището е с функционално разпределение и удобно вътрешно оформление, което осигурява максимален комфорт и светлина през целия ден: 
просторен ..",АЯКС ИМОТИ,10673230,0,2918.03,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.500921
"3-стаен, София, Борово, 76.67 кв.м., 215000 €",/3-staen-sofiya-borovo-76-67-kv-m-215000-10683808,"Борово, София",Цена:215 000 €(420 503.45 лв.),Тристаен апартамент в Борово,77 кв.м,Панел,,7 етаж,"Tристаен непреходен апартамент със застроена площ от 76,67 кв.м., в които са включени: кухня, хол, две спални, баня, тоалетна, мокро помещение. Отделно от посочената квадратура, имотът разполага и с д..",Адрес недвижими имоти,10683808,0,2792.21,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:24.505099
"2-стаен, София, Борово, 63 кв.м., 226900 €",/2-staen-sofiya-borovo-63-kv-m-226900-10683806,"Борово, София",Цена:226 900 €(443 777.83 лв.),Двустаен апартамент в Борово,63 кв.м,Тухла,,3 етаж,"Просторен двустаен на най-хубавото място в кв. Борово. 
На среден етаж в поддържана тухлена сграда на ул. Солун. 
Имотът е със застроена площ от 63 кв.м., заедно с 3.896% идеални части от общите час..",Адрес недвижими имоти,10683806,0,3601.59,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:26.981279
"3-стаен, София, Суха река, 100 кв.м., 274980 €",/3-staen-sofiya-suha-reka-100-kv-m-274980-10659284,"Сухата река, София",Цена:274 980 €(537 814.13 лв.),Тристаен апартамент в Сухата река,100 кв.м,Тухла,,7 етаж,"ТОП Тристаен апартамент с обща площ от 100,28кв.м. и засроена площ 82,59 кв.м

Състои се от: входно антре, две спални, две санитарни помещения, хол с кухненски бокс и балкон на Юг. 

Отопление на ..",Имотека АД,10659284,0,2749.8,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:26.985478
Двустаен апартамент! ж.к. Белите брези!,/dvustaen-apartament-j-k-belite-brezi-10635798,"Белите Брези, София",Цена:305 000 €(596 528.15 лв.),Двустаен апартамент в Белите Брези,88 кв.м,Тухла,2007 г.,3 етаж,"КУПИ ЗА EUR 1143 на месец! 

’БЕСТ СЕЛЪРС’ предлага на Вашето внимание полуобзаведен двустаен апартамент ж.к. ’Белите брези’. 

За да не изпуснете този имот, обадете се сега и цитирайте този код: 2655..",Best Sellers,10635798,0,3465.91,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:26.989816
"Четиристаен апартамент за продажба в кв. Хиподрума, София",/chetiristaen-apartament-za-prodajba-v-kv-hipodruma-sofiya-10681582,"Хиподрума, София",Цена:454 000 €(887 946.82 лв.),Многостаен апартамент в Хиподрума,168 кв.м,Тухла,2010 г.,5 етаж,"Четиристаен апартамент за продажба в кв. Хиподрума, София

За повече информация и огледи, цитирайте следния код: 264513 

- Тип имот: 4-стаен апартамент
- Локация: София, кв. Хиподрума
- Общa площ: 16..",МАТЕНА ЕООД,10681582,0,2702.38,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:26.994161
"Тристаен апартамент за ПРОДАЖБА, Дианабад",/tristaen-apartament-za-prodajba-dianabad-10681043,"Дианабад, София",Цена:304 000 €(594 572.32 лв.),Тристаен апартамент в Дианабад,90 кв.м,Панел,1980 г.,3 етаж,"... ПРЕДЛАГАМЕ... 
За продажба отлично МЕБЕЛИРАНО, функционално разпределено жилище в близост до бул. „Г. М. Димитров“, МЕТРОСПИРКАТА, МИННО ГЕОЛОЖКИЯ ИНСТИТУТ и бизнес център NV - Минстрой. 
Апарта..",АРСЕНАЛ недвижими имоти,10681043,0,3377.78,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:26.998509
Тристаен апартамент до метростанция ”Мусагеница” в кв. ”Дървеница”,/tristaen-apartament-do-metrostanciya-musagenica-v-kv-darvenica-10680893,"Дървеница, София",Цена:423 690 €(828 665.60 лв.),Тристаен апартамент в Дървеница,179.55 кв.м,Тухла,,7 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: STO-122692 

Представяме просторен, панорамен тристае..",СТОУНХАРД ПРЕМИЪР,10680893,0,2359.73,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.002627
Многостаен апартамент на две нива до метростанция ”Мусагеница”,/mnogostaen-apartament-na-dve-niva-do-metrostanciya-musagenica-10680894,"Дървеница, София",Цена:463 580 €(906 683.67 лв.),Мезонет,228.14 кв.м,Тухла,,6 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: STO-122694 

Представяме многостаен апартамент от 228..",СТОУНХАРД ПРЕМИЪР,10680894,0,2032.0,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.006714
Двустаен апартамент №4.28 в кула S-Tower на бул. ”Г. М. Димитров” в София,/dvustaen-apartament-4-28-v-kula-s-tower-na-bul-g-m-dimitrov-v-sofiya-10680746,"Дианабад, София",Цена:247 041 €(483 170.20 лв.),Двустаен апартамент в Дианабад,89.83 кв.м,Тухла,,4 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-128675 

Ексклузивно представяме за продажба двус..",СТОУНХАРД ПРЕМИЪР,10680746,0,2750.09,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.010821
Тристаен апартамент №4.24 с три тераси в кула S-Tower,/tristaen-apartament-4-24-s-tri-terasi-v-kula-s-tower-10680747,"Дианабад, София",Цена:444 238 €(868 854 лв.),Тристаен апартамент в Дианабад,169.23 кв.м,Тухла,,4 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-127845 

Ексклузивно представяме за продажба прос..",СТОУНХАРД ПРЕМИЪР,10680747,0,2625.05,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.014936
Двустаен апартамент №4.32 в сграда S-Tower на бул. ”Г. М. Димитров”,/dvustaen-apartament-4-32-v-sgrada-s-tower-na-bul-g-m-dimitrov-10680748,"Дианабад, София",Цена:212 600 €(415 809.46 лв.),Двустаен апартамент в Дианабад,80.23 кв.м,Тухла,,4 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-127848 

Ексклузивно представяме за продажба двус..",СТОУНХАРД ПРЕМИЪР,10680748,0,2649.88,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.019059
Тристаен апартамент №5.34 в сграда S-Tower на бул. ”Г. М. Димитров”,/tristaen-apartament-5-34-v-sgrada-s-tower-na-bul-g-m-dimitrov-10680764,"Дианабад, София",Цена:370 655 €(724 938.17 лв.),Тристаен апартамент в Дианабад,130.05 кв.м,Тухла,,5 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-116659 

Ексклузивно представяме за продажба трис..",СТОУНХАРД ПРЕМИЪР,10680764,0,2850.1,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.023183
Южен двустаен апартамент в сграда S-Tower на бул. ”Г. М. Димитров”,/yujen-dvustaen-apartament-v-sgrada-s-tower-na-bul-g-m-dimitrov-10680872,"Дианабад, София",Цена:307 400 €(601 222.14 лв.),Двустаен апартамент в Дианабад,96.07 кв.м,Тухла,,5 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: SOF-127900 

Ексклузивно представяме за продажба двус..",СТОУНХАРД ПРЕМИЪР,10680872,0,3199.75,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.027276
"3-стаен, София, Борово, 66 кв.м., 240000 €",/3-staen-sofiya-borovo-66-kv-m-240000-10639310,"Борово, София",Цена:240 000 €(469 399.20 лв.),Тристаен апартамент в Борово,66 кв.м,Тухла,,4 етаж,"Апартамента се състои от дневна, отделна кухня, спалня, две тераси, баня с тоалетна и коридор. 66кв. /чиста площ/

В сърцето на кв. Борово, в близост до 36-то СУ. 

Добре поддържана сграда /стара ..",Имотека АД,10639310,0,3636.36,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.031456
Продажба Многостаен гр. София - Хиподрума 168m²,/prodajba-mnogostaen-gr-sofiya-hipodruma-168m-10679457,"Хиподрума, София",Цена:454 000 €(887 946.82 лв.),Многостаен апартамент в Хиподрума,168 кв.м,Тухла,2010 г.,5 етаж,"Просторен тристаен апартамент до бул България. В нова сграда с поддържани общи части и охрана. Жилището е със застроена площ 147 кв.м и се състои от коридор, хол с кухненска част, три стаи, две бани с..",Продиджи недвижими имоти,10679457,0,2702.38,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.035945
Разкошен имот,/razkoshen-imot-10404979,"Яворов, София",Цена:312 900 €(611 979.20 лв.),Тристаен апартамент в Яворов,93 кв.м,Тухла,1962 г.,1 етаж,"Имот, който е за хора, желаещи да усещат парковата среда ежедневно. Тристаен апартамент с четири помещения и възможност за различни преустройства/ напр. с 3 спални/
Апартаментът може да се направи с ..",МДК България - Ем Ди Кей България,10404979,0,3364.52,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.040355
Тристаен за продажба в ж.к. Оборище,/tristaen-za-prodajba-v-j-k-oborishte-10676376,"Оборище, София",Цена:450 000 €(880 123.50 лв.),Тристаен апартамент в Оборище,118 кв.м,Тухла,2026 г.,5 етаж,"Открийте мястото, където ще се чувствате у дома от първия момент. 

Титан Пропъртис с радост предлага на Вашето внимание тристаен апартамент за продажба в ж.к. Оборище. Просторен дом от 100 кв.м, на..",Titan Properties,10676376,0,3813.56,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.044857
Двустаен апартамент 65 кв.м Тухла 2013 г. 1 етаж Партер,/dvustaen-apartament-65-kv-m-tuhla-2013-g-1-etaj-parter-10220796,"Дианабад, София",Цена:229 000 €(447 885.07 лв.),Двустаен апартамент в Дианабад,65 кв.м,Тухла,2013 г.,1 етаж,"Продава се напълно обзаведен двустаен апартамент в кв. Дианабад - от агенция Home Space

Агенция Home Space предлага за продажба светъл и топъл двустаен апартамент, разположен в нова тухлена сграда ..",HomeSpace,10220796,0,3523.08,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.049230
Продажба 2-стаен гр. София - Борово 80m²,/prodajba-2-staen-gr-sofiya-borovo-80m-10672609,"Борово, София",Цена:289 000 €(565 234.87 лв.),Двустаен апартамент в Борово,80 кв.м,Тухла,1997 г.,1 етаж,"Просторен двустаен апартамент в район с ежедневни удобства. На етаж първи над магазини в поддържана сграда с вътрешен двор. Жилището е със застроена площ 80 кв.м и се състои от коридор, дневна с кухне..",Продиджи недвижими имоти,10672609,0,3612.5,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.053583
Двустаен апартамент за продажба в кв. Редута,/dvustaen-apartament-za-prodajba-v-kv-reduta-10672255,"Редута, София",Цена:180 000 €(352 049.40 лв.),Двустаен апартамент в Редута,62 кв.м,Тухла,,2 етаж,"За повече информация свържете се с нас и цитирайте референтния номер на имота. Моля, кажете, че сте видeли обявата в този сайт. 
Референтен номер: Kbs 135413 

Уют и пространство в сърцето на кв. Реду..",SUPRIMMO,10672255,0,2903.23,0,продава,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.057645
Тристаен апартамент в Гоце Делчев с АКТ 16!!!,/tristaen-apartament-v-goce-delchev-s-akt-16-9061335,"Гоце Делчев, София",Цена:391 819 €(766 331.35 лв.),Тристаен апартамент в Гоце Делчев,135 кв.м,Тухла,2024 г.,5 етаж,"С АКТ 16!!! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава тристаен апартамент в бутикова сграда с изключително висококачествено строителство в близост до Мол България, магазин Била и транспортни връзки! 

Жилищ..",ИРИДА НЕДВИЖИМИ ИМОТИ,9061335,0,2902.36,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.061999
Просторен тристаен апартамент в Гоце Делчев с АКТ 16!!!,/prostoren-tristaen-apartament-v-goce-delchev-s-akt-16-10339285,"Гоце Делчев, София",Цена:318 913 €(623 739.60 лв.),Тристаен апартамент в Гоце Делчев,110 кв.м,Тухла,2025 г.,7 етаж,"С АКТ 16!!! 

ИРИДА НЕДВИЖИМИ ИМОТИ продава тристаен апартамент в бутикова сграда с изключително висококачествено строителство в близост до Мол България, магазин Била и транспортни връзки! 

Жилищ..",ИРИДА НЕДВИЖИМИ ИМОТИ,10339285,0,2899.21,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.066218
Двустаен апартамент в жк. Стрелбище № 89377,/dvustaen-apartament-v-jk-strelbishte-89377-10664631,"Стрелбище, София",Цена:329 000 €(643 468.07 лв.),Двустаен апартамент в Стрелбище,96 кв.м,Тухла,2002 г.,9 етаж,"Компания ’ЕКС’ представя на Вашето внимание тристаен апартамент в жк. Стрелбище. 

МЕСТОПОЛОЖЕНИЕ: Намира се на пешеходно разстояние от Медицинска академия, Южен парк, пазар Иван Вазов, НДК. 

СТР..",X NVD,10664631,0,3427.08,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.070543
"Многостаен в район Оборище-София, до СУ",/mnogostaen-v-raion-oborishte-sofiya-do-su-9668900,"Оборище, София",Цена:768 500 €(1 503 055.36 лв.),Многостаен апартамент в Оборище,145 кв.м,Тухла,1934 г.,4 етаж,"Прайм имоти има удоволствието и привилегията да представи на вниманието на заинтересованите един изключителен имот с топ локация в София, в района на Докторски паметник, недалеч от емблематични сгради..",Maria Gavrailova Prime Property,9668900,0,5300.0,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.074805
Тристаен апартамент 87 кв.м Тухла 1992 г. 3 етаж Непоследен,/tristaen-apartament-87-kv-m-tuhla-1992-g-3-etaj-neposleden-10659686,"Гоце Делчев, София",Цена:350 000 €(684 540.50 лв.),Тристаен апартамент в Гоце Делчев,87 кв.м,Тухла,1992 г.,3 етаж,"EN - For this property you can get full assistance in English from an English-speaking broker. You can call *виж контакти*, as well as write on Viber, WhatsApp or Telegram RU - По данной недвижимости ..",Атиканте Естейтс,10659686,0,4022.99,0,,"https://www.alo.bg/obiavi/imoti-prodajbi/apartamenti-stai/?region_id=22&location_ids=4342&section_ids=394%2C399%2C424%2C425%2C434%2C443%2C445%2C446%2C459%2C509%2C525%2C537%2C539%2C548%2C557&p[413]=1574,1575,1576,1579",2026-01-29T18:08:27.078970
